item_type,item_age_years,item_condition,triage_action,user_age,app_sessions_per_month,distance_to_dropoff_km,points_redeemed_history,items_recycled_count
Laptop,1.7,Good,Refurbish,56,25,12.0,715,5
Peripherals,1.3,Good,Refurbish,46,18,3.0,1643,5
Monitor,7.3,Fair,Recycle,38,22,10.5,123,2
Monitor,6.5,Broken,Recycle,52,24,8.7,1773,6
Laptop,9.0,Good,Recycle,27,6,2.6,9113,5
Peripherals,6.4,Fair,Recycle,40,28,10.5,2177,10
Monitor,5.4,Broken,Recycle,56,15,2.6,6889,7
Monitor,5.1,Fair,Recycle,42,19,6.3,1503,6
Smartphone,0.8,Dead,Recycle,41,5,5.0,5661,1
Monitor,4.4,Broken,Refurbish,37,4,10.5,7094,0
Smartphone,11.7,Excellent,Recycle,32,17,11.8,2124,5
Peripherals,10.5,Fair,Recycle,38,21,2.9,3254,7
Peripherals,4.3,Good,Refurbish,59,10,12.3,2413,0
Peripherals,7.3,Fair,Recycle,29,12,0.6,4387,4
Tablet,10.2,Dead,Recycle,35,5,8.2,6089,0
Peripherals,5.6,Dead,Recycle,40,7,8.0,5833,2
Monitor,0.7,Fair,Refurbish,58,12,9.5,156,1
Laptop,1.4,Good,Refurbish,46,23,4.0,9315,8
Smartphone,6.4,Good,Recycle,58,2,0.6,5003,0
Tablet,11.6,Fair,Refurbish,53,20,7.1,5753,5
Peripherals,8.5,Good,Recycle,22,17,1.5,917,6
Peripherals,1.3,Fair,Refurbish,56,13,13.4,6253,2
Laptop,2.7,Excellent,Refurbish,43,5,3.0,1702,3
Laptop,9.4,Good,Recycle,56,5,6.7,1665,2
Tablet,10.2,Good,Recycle,28,20,6.8,5389,5
Smartphone,7.6,Dead,Recycle,59,26,8.5,7163,6
Peripherals,7.9,Broken,Refurbish,28,12,11.8,5807,1
Tablet,0.8,Good,Recycle,35,12,7.3,2111,2
Monitor,10.0,Excellent,Recycle,29,7,0.9,3714,6
Monitor,9.6,Fair,Recycle,33,6,11.7,6983,0
Tablet,3.5,Good,Recycle,44,29,1.7,5110,11
Peripherals,8.6,Fair,Recycle,53,10,9.8,2397,2
Tablet,3.0,Broken,Recycle,34,19,12.1,5454,4
Peripherals,1.0,Fair,Refurbish,38,16,4.6,1555,5
Laptop,2.8,Fair,Refurbish,54,2,7.0,4502,1
Tablet,2.6,Fair,Refurbish,48,4,0.7,343,0
Peripherals,4.4,Dead,Recycle,62,9,12.2,1544,1
Tablet,5.3,Dead,Recycle,52,26,10.7,3996,7
Tablet,6.3,Fair,Recycle,44,5,3.9,6848,1
Peripherals,6.0,Good,Refurbish,40,1,6.2,8230,0
Peripherals,3.6,Fair,Refurbish,49,11,10.6,4382,2
Smartphone,0.8,Good,Refurbish,34,19,5.7,8046,8
Tablet,7.5,Fair,Recycle,28,25,2.9,4986,9
Monitor,5.1,Fair,Refurbish,18,23,8.0,3423,5
Tablet,3.9,Good,Refurbish,45,3,11.0,9220,1
Tablet,10.5,Good,Recycle,35,1,5.2,235,0
Peripherals,9.1,Fair,Refurbish,58,4,2.3,7993,2
Tablet,10.4,Dead,Recycle,37,9,12.5,9160,2
Tablet,6.2,Fair,Recycle,24,28,4.2,5224,8
Monitor,2.0,Broken,Recycle,54,16,7.9,1230,6
Peripherals,8.5,Good,Recycle,33,7,10.5,238,2
Tablet,2.9,Fair,Refurbish,56,5,5.1,4924,0
Laptop,5.6,Fair,Refurbish,62,13,9.9,51,2
Smartphone,1.2,Broken,Recycle,62,11,7.2,9572,2
Monitor,10.0,Excellent,Recycle,64,14,8.8,1056,3
Tablet,1.9,Fair,Refurbish,40,22,9.1,8213,7
Laptop,10.9,Good,Recycle,49,17,12.5,8498,4
Tablet,10.4,Good,Recycle,34,23,10.0,7609,7
Tablet,5.8,Dead,Recycle,36,12,4.3,2609,1
Peripherals,9.1,Good,Recycle,59,21,1.4,3600,7
Peripherals,7.6,Good,Recycle,51,23,0.5,1965,9
Peripherals,9.7,Fair,Recycle,31,21,13.6,6532,5
Laptop,5.5,Dead,Recycle,20,21,14.2,3578,2
Tablet,9.5,Fair,Recycle,56,19,1.9,5561,5
Smartphone,5.8,Broken,Refurbish,42,5,7.6,2543,2
Monitor,11.3,Dead,Recycle,28,24,2.7,504,7
Peripherals,6.1,Good,Recycle,32,8,14.3,8328,0
Peripherals,5.8,Fair,Refurbish,36,2,4.1,5084,0
Tablet,9.5,Fair,Recycle,60,27,7.8,9494,7
Tablet,9.9,Broken,Recycle,32,17,2.9,4014,7
Laptop,6.9,Excellent,Recycle,32,2,5.3,6307,0
Laptop,2.6,Good,Refurbish,55,27,4.4,3614,9
Peripherals,5.9,Broken,Recycle,32,23,7.4,5142,9
Tablet,11.6,Fair,Recycle,26,3,6.6,6071,2
Smartphone,9.2,Fair,Recycle,22,24,5.3,4806,11
Monitor,9.8,Fair,Recycle,36,20,2.0,506,6
Tablet,0.9,Good,Refurbish,41,26,7.5,9725,9
Tablet,5.9,Fair,Refurbish,46,26,12.8,4003,6
Laptop,7.9,Fair,Recycle,22,24,11.1,8899,5
Monitor,10.0,Dead,Recycle,39,18,10.9,9815,1
Peripherals,1.1,Good,Refurbish,30,29,5.8,7611,8
Tablet,10.3,Dead,Recycle,64,15,10.8,1707,5
Peripherals,6.8,Fair,Refurbish,63,5,7.3,8493,0
Tablet,2.8,Excellent,Recycle,46,22,2.7,2444,10
Peripherals,4.1,Broken,Recycle,33,17,6.6,8509,5
Monitor,3.7,Excellent,Recycle,53,14,2.4,5906,3
Laptop,6.6,Dead,Recycle,34,1,2.2,2955,1
Monitor,1.1,Dead,Recycle,37,14,0.8,2927,6
Smartphone,2.3,Good,Recycle,31,9,4.6,857,2
Laptop,9.8,Good,Recycle,23,5,5.3,2720,1
Monitor,2.0,Fair,Refurbish,39,4,10.6,3022,3
Smartphone,3.2,Fair,Refurbish,57,1,8.3,8868,0
Tablet,5.7,Fair,Recycle,26,3,12.9,378,0
Tablet,6.4,Good,Recycle,49,29,3.1,8408,11
Peripherals,9.3,Fair,Recycle,41,20,4.4,6058,6
Laptop,5.6,Good,Refurbish,50,11,14.1,7418,3
Tablet,9.6,Broken,Recycle,30,16,6.9,4963,4
Laptop,7.6,Broken,Recycle,52,11,11.9,4851,1
Tablet,1.8,Fair,Refurbish,23,21,7.6,2989,6
Peripherals,2.3,Dead,Recycle,57,10,7.3,3830,1
Monitor,5.5,Good,Refurbish,47,12,2.6,5403,5
Peripherals,5.1,Excellent,Refurbish,55,5,12.8,9698,0
Smartphone,9.1,Fair,Refurbish,33,10,1.6,6850,4
Tablet,7.2,Fair,Recycle,18,24,5.0,9482,9
Smartphone,5.0,Fair,Refurbish,59,13,10.3,1939,0
Smartphone,2.5,Dead,Recycle,35,29,7.9,4694,8
Laptop,3.1,Dead,Recycle,39,19,13.3,7325,1
Tablet,7.1,Fair,Recycle,43,7,1.1,7715,2
Smartphone,5.4,Broken,Recycle,31,16,9.9,8427,4
Monitor,6.4,Excellent,Recycle,54,29,7.4,9975,8
Smartphone,2.5,Good,Refurbish,31,6,2.7,7627,0
Monitor,8.1,Broken,Refurbish,43,10,11.3,4195,3
Laptop,10.3,Fair,Recycle,53,27,6.5,2786,6
Smartphone,3.5,Fair,Refurbish,40,10,8.2,1377,4
Peripherals,6.2,Good,Recycle,19,26,14.5,2755,5
Laptop,11.7,Fair,Recycle,56,11,7.6,2083,1
Monitor,4.3,Good,Recycle,24,22,12.4,4409,5
Laptop,7.3,Fair,Recycle,56,10,11.7,6570,3
Smartphone,1.5,Good,Refurbish,62,25,10.1,4612,9
Tablet,7.5,Excellent,Recycle,39,14,13.5,6107,2
Tablet,1.5,Good,Refurbish,45,15,4.1,4104,3
Monitor,11.5,Good,Recycle,55,7,12.4,3549,1
Monitor,8.7,Dead,Recycle,37,13,6.0,4152,2
Tablet,9.6,Excellent,Recycle,35,11,12.3,7657,3
Monitor,8.6,Good,Recycle,41,7,7.7,5478,2
Laptop,7.3,Fair,Recycle,50,11,12.9,2641,4
Peripherals,5.7,Fair,Refurbish,62,14,13.5,5025,4
Peripherals,10.4,Excellent,Recycle,43,17,9.2,7764,4
Laptop,11.5,Excellent,Recycle,36,16,7.9,2112,4
Peripherals,6.2,Dead,Recycle,59,1,11.9,3500,0
Smartphone,11.2,Broken,Recycle,30,9,4.4,5987,1
Laptop,7.2,Fair,Refurbish,27,9,0.7,7624,3
Monitor,6.7,Fair,Recycle,31,28,6.4,9201,7
Laptop,5.7,Good,Recycle,26,27,7.9,1629,7
Tablet,2.9,Good,Recycle,28,10,4.8,9041,2
Monitor,0.5,Fair,Refurbish,20,19,6.1,7361,6
Tablet,3.3,Dead,Recycle,57,15,2.4,6260,5
Monitor,6.4,Good,Recycle,29,16,4.5,6922,6
Peripherals,4.9,Broken,Recycle,52,11,4.0,7166,3
Laptop,5.7,Good,Refurbish,56,27,4.9,478,6
Smartphone,11.8,Good,Refurbish,63,24,4.8,1310,8
Monitor,4.5,Excellent,Refurbish,56,25,8.6,2143,7
Monitor,5.7,Good,Refurbish,49,17,4.1,413,5
Tablet,2.0,Dead,Recycle,56,28,14.1,9848,6
Peripherals,1.1,Fair,Refurbish,31,19,7.9,3936,5
Tablet,9.4,Excellent,Recycle,61,13,2.4,8187,4
Tablet,7.1,Dead,Recycle,18,6,4.6,1394,3
Peripherals,9.2,Dead,Recycle,44,15,11.1,2623,4
Smartphone,2.2,Broken,Refurbish,54,16,0.7,2290,5
Tablet,7.1,Dead,Recycle,60,4,14.1,638,2
Tablet,3.4,Good,Recycle,18,8,7.0,352,1
Monitor,3.1,Broken,Recycle,62,25,8.1,139,7
Peripherals,0.6,Broken,Recycle,46,7,14.8,8443,0
Laptop,2.0,Dead,Recycle,41,27,7.8,8860,7
Smartphone,4.1,Broken,Recycle,34,17,14.2,3842,3
Smartphone,1.8,Good,Refurbish,52,16,13.8,8508,3
Peripherals,11.8,Broken,Recycle,48,2,14.1,4018,0
Monitor,4.0,Good,Refurbish,59,17,12.3,2926,6
Monitor,2.0,Good,Recycle,49,25,4.8,6892,9
Peripherals,2.8,Good,Refurbish,36,4,5.5,7242,1
Monitor,7.3,Dead,Recycle,48,26,5.8,1052,8
Smartphone,1.2,Good,Recycle,56,14,14.7,3563,5
Smartphone,10.4,Fair,Recycle,37,8,5.7,9315,1
Laptop,11.6,Fair,Recycle,45,5,2.1,1343,3
Peripherals,3.3,Dead,Recycle,20,5,11.8,569,0
Tablet,5.7,Good,Refurbish,49,5,5.8,7690,3
Tablet,0.8,Broken,Recycle,39,27,9.5,3916,7
Laptop,7.9,Dead,Recycle,61,5,13.9,9192,0
Laptop,5.3,Fair,Refurbish,59,3,8.8,2923,0
Monitor,3.6,Fair,Refurbish,61,6,9.7,4545,0
Laptop,2.9,Broken,Recycle,32,1,9.8,3925,1
Laptop,8.0,Dead,Refurbish,55,8,9.4,3252,4
Tablet,5.3,Broken,Recycle,36,13,2.8,7558,4
Monitor,2.6,Good,Refurbish,48,20,7.1,3392,4
Laptop,8.4,Dead,Recycle,43,6,0.6,2617,6
Laptop,7.0,Fair,Recycle,22,18,9.6,5935,6
Monitor,10.4,Fair,Recycle,37,18,8.8,4355,3
Peripherals,1.9,Broken,Recycle,19,16,5.1,2013,5
Monitor,9.5,Good,Recycle,38,8,8.1,1927,1
Tablet,8.2,Broken,Recycle,53,17,7.6,5332,3
Peripherals,1.8,Fair,Refurbish,45,8,4.1,6258,2
Smartphone,8.5,Dead,Recycle,37,15,4.8,4547,2
Monitor,5.6,Good,Recycle,54,26,11.6,6915,6
Tablet,11.4,Fair,Recycle,56,10,11.5,3719,1
Peripherals,2.1,Broken,Recycle,53,1,7.3,9743,0
Monitor,7.9,Excellent,Recycle,28,9,10.9,1682,3
Laptop,4.9,Good,Refurbish,20,17,7.0,384,5
Monitor,11.5,Dead,Recycle,54,20,12.8,4708,3
Smartphone,4.3,Good,Refurbish,37,25,5.3,3036,8
Monitor,11.6,Dead,Recycle,49,1,13.9,7023,0
Peripherals,10.9,Good,Recycle,64,9,8.4,4652,1
Peripherals,3.6,Fair,Refurbish,42,14,8.3,4445,2
Monitor,9.7,Broken,Recycle,38,24,10.2,389,5
Peripherals,11.9,Broken,Recycle,33,5,5.4,2918,2
Laptop,3.4,Fair,Refurbish,59,6,11.0,2113,3
Monitor,5.5,Fair,Refurbish,18,5,5.1,1142,3
Laptop,6.5,Broken,Recycle,40,4,6.3,745,3
Laptop,3.9,Good,Refurbish,60,28,10.3,6151,4
Tablet,0.7,Fair,Refurbish,41,16,6.0,1730,3
Monitor,3.0,Good,Refurbish,64,16,3.4,4385,3
Peripherals,3.7,Fair,Refurbish,42,10,13.1,4123,2
Laptop,5.6,Good,Refurbish,24,14,13.9,3230,2
Tablet,2.5,Good,Refurbish,55,13,9.6,2514,0
Monitor,10.5,Fair,Refurbish,64,28,12.3,1769,8
Monitor,8.6,Excellent,Recycle,64,4,14.8,8299,1
Smartphone,1.5,Excellent,Refurbish,56,14,9.4,2486,6
Smartphone,8.0,Broken,Recycle,52,26,13.7,4298,6
Laptop,8.0,Fair,Recycle,31,24,5.7,8968,8
Smartphone,11.5,Dead,Recycle,26,24,10.7,7992,4
Laptop,0.5,Broken,Recycle,20,9,1.3,6444,1
Peripherals,3.4,Excellent,Refurbish,55,3,11.9,6021,1
Laptop,11.2,Fair,Recycle,37,10,12.5,6046,2
Smartphone,11.2,Excellent,Recycle,58,15,6.3,8629,6
Peripherals,8.8,Broken,Recycle,50,24,9.8,9226,6
Smartphone,9.3,Dead,Recycle,58,19,12.9,836,8
Laptop,1.6,Fair,Recycle,61,2,13.3,4702,0
Tablet,6.4,Broken,Recycle,49,2,2.0,641,0
Monitor,3.2,Good,Refurbish,53,9,12.5,3174,1
Smartphone,2.6,Fair,Refurbish,43,4,4.5,1808,0
Laptop,9.8,Dead,Recycle,22,5,11.0,7653,0
Peripherals,2.1,Good,Recycle,47,2,5.2,6253,0
Smartphone,5.9,Good,Refurbish,34,25,1.3,3875,11
Smartphone,11.3,Fair,Recycle,23,7,3.5,8834,2
Monitor,2.6,Broken,Recycle,32,19,6.4,8894,7
Laptop,11.7,Fair,Recycle,18,6,11.2,2848,0
Tablet,11.9,Dead,Refurbish,30,23,2.0,3612,6
Peripherals,6.9,Excellent,Recycle,51,16,12.3,7062,4
Laptop,2.5,Fair,Recycle,47,14,15.0,9914,1
Peripherals,4.1,Broken,Recycle,36,12,11.9,9040,2
Smartphone,5.4,Good,Refurbish,19,6,7.4,2554,4
Monitor,4.1,Broken,Recycle,61,26,8.7,6320,8
Monitor,3.7,Good,Refurbish,29,27,0.6,1462,8
Tablet,11.7,Excellent,Recycle,57,26,3.5,5962,9
Monitor,2.3,Good,Refurbish,61,22,13.5,6811,3
Smartphone,8.9,Dead,Recycle,41,13,0.8,510,2
Tablet,0.5,Fair,Refurbish,28,15,13.6,2156,4
Laptop,7.4,Broken,Recycle,19,24,2.1,2919,8
Monitor,11.0,Good,Recycle,18,14,2.4,5191,4
Tablet,3.8,Fair,Refurbish,45,8,3.0,6632,0
Smartphone,2.6,Fair,Refurbish,21,21,12.1,8924,4
Peripherals,8.0,Dead,Recycle,58,20,7.4,1237,6
Peripherals,8.7,Broken,Refurbish,47,11,2.6,1480,2
Smartphone,8.4,Broken,Refurbish,24,21,10.5,2010,5
Smartphone,4.2,Excellent,Refurbish,39,9,14.1,6897,3
Peripherals,3.4,Fair,Refurbish,43,12,8.8,5629,3
Tablet,11.5,Fair,Recycle,46,26,1.9,4757,9
Peripherals,11.1,Dead,Recycle,42,6,1.3,7490,2
Smartphone,5.8,Good,Refurbish,27,19,12.0,2735,3
Monitor,10.2,Good,Recycle,37,3,9.6,4199,0
Laptop,5.7,Fair,Recycle,31,1,13.9,7286,0
Monitor,5.4,Good,Refurbish,50,15,8.4,6200,4
Monitor,2.3,Good,Refurbish,22,15,1.4,577,5
Smartphone,5.4,Dead,Refurbish,62,5,6.4,8079,0
Peripherals,6.7,Fair,Recycle,23,22,10.0,818,4
Tablet,0.8,Dead,Refurbish,39,24,6.1,7188,9
Monitor,5.6,Broken,Recycle,34,11,15.0,4174,1
Peripherals,9.5,Good,Recycle,32,25,6.4,1889,6
Tablet,8.3,Fair,Recycle,56,23,8.4,558,6
Monitor,7.8,Excellent,Recycle,57,1,3.8,2933,0
Tablet,11.0,Dead,Recycle,45,23,2.7,9811,8
Peripherals,0.7,Fair,Refurbish,19,10,9.9,6831,1
Laptop,6.9,Fair,Recycle,35,25,9.0,5949,7
Peripherals,9.6,Good,Recycle,44,20,0.6,7643,7
Smartphone,6.7,Fair,Recycle,38,11,4.6,69,6
Tablet,4.2,Good,Refurbish,40,28,9.8,1189,10
Laptop,2.1,Fair,Recycle,24,7,12.3,2902,2
Tablet,10.7,Broken,Recycle,36,25,5.0,4340,7
Tablet,5.9,Broken,Recycle,26,17,9.9,8875,5
Monitor,10.6,Good,Recycle,29,12,4.3,5895,5
Smartphone,7.2,Fair,Recycle,63,26,10.5,7550,6
Tablet,8.3,Dead,Refurbish,47,25,10.6,5697,4
Peripherals,9.7,Excellent,Recycle,24,4,2.4,3910,0
Peripherals,8.1,Dead,Recycle,19,12,10.1,8262,2
Monitor,5.1,Good,Refurbish,34,24,5.3,5984,6
Smartphone,6.4,Broken,Recycle,28,3,3.0,7715,0
Smartphone,9.7,Fair,Recycle,29,18,7.8,9454,4
Peripherals,4.8,Fair,Refurbish,20,29,7.1,7747,7
Laptop,5.0,Dead,Recycle,38,12,11.7,2155,3
Monitor,1.6,Good,Recycle,31,24,1.7,7956,3
Monitor,11.0,Good,Recycle,32,24,12.0,9563,7
Peripherals,1.5,Fair,Refurbish,59,19,2.0,1915,6
Peripherals,8.0,Broken,Recycle,58,13,3.5,7918,6
Laptop,5.3,Good,Refurbish,27,16,8.0,4351,5
Laptop,5.2,Broken,Recycle,53,8,7.2,7468,0
Smartphone,8.3,Fair,Refurbish,27,27,14.8,7067,3
Monitor,1.3,Good,Recycle,34,27,9.0,5264,6
Monitor,7.3,Broken,Recycle,61,6,5.2,5795,2
Peripherals,9.4,Excellent,Recycle,42,10,13.6,9739,0
Smartphone,10.0,Fair,Refurbish,44,25,5.0,4455,8
Monitor,2.5,Excellent,Refurbish,50,10,4.5,7691,4
Smartphone,10.8,Fair,Recycle,28,29,7.7,1213,7
Smartphone,8.0,Fair,Recycle,30,6,13.7,6439,0
Peripherals,10.6,Fair,Recycle,18,8,10.8,9052,0
Smartphone,6.1,Fair,Recycle,48,18,10.3,9181,7
Laptop,6.7,Fair,Recycle,50,17,11.0,2923,7
Laptop,11.1,Good,Recycle,38,26,10.1,1432,9
Tablet,10.8,Fair,Recycle,33,10,11.5,340,1
Peripherals,5.7,Dead,Recycle,56,2,3.3,7381,1
Tablet,3.7,Dead,Recycle,40,12,3.1,1198,5
Laptop,5.0,Good,Recycle,27,20,5.8,9659,6
Tablet,5.0,Excellent,Refurbish,50,10,12.8,4296,0
Peripherals,3.8,Dead,Recycle,39,9,10.9,8186,3
Peripherals,3.6,Fair,Refurbish,58,16,8.7,4193,6
Smartphone,10.4,Fair,Recycle,23,7,0.8,8113,5
Monitor,1.3,Broken,Recycle,64,9,3.9,9483,4
Smartphone,8.3,Good,Recycle,53,25,12.2,4934,7
Peripherals,2.5,Fair,Refurbish,64,25,4.0,8543,6
Laptop,4.5,Dead,Recycle,27,24,11.1,6610,6
Laptop,1.2,Broken,Recycle,33,6,3.2,9493,1
Smartphone,3.6,Good,Refurbish,30,27,9.3,3087,9
Peripherals,9.3,Good,Recycle,37,10,9.6,6073,2
Laptop,10.7,Good,Recycle,21,7,11.4,455,1
Peripherals,3.0,Broken,Recycle,37,18,6.9,5853,3
Laptop,5.8,Good,Refurbish,39,11,9.7,3250,1
Peripherals,5.9,Excellent,Recycle,46,1,7.6,9349,0
Tablet,10.5,Dead,Recycle,33,29,14.2,257,8
Peripherals,9.3,Good,Recycle,60,21,8.1,481,7
Peripherals,6.4,Excellent,Recycle,64,24,3.5,4730,8
Smartphone,8.2,Good,Recycle,60,19,10.2,1396,6
Tablet,10.2,Good,Recycle,40,23,8.5,5418,5
Monitor,0.6,Fair,Refurbish,47,5,12.2,5171,0
Smartphone,5.1,Dead,Recycle,47,28,3.1,6073,10
Monitor,10.9,Dead,Recycle,60,26,4.3,7059,8
Laptop,9.0,Fair,Recycle,20,29,13.9,6455,8
Monitor,6.7,Fair,Refurbish,41,24,14.0,6202,6
Peripherals,6.6,Fair,Recycle,54,6,6.9,6178,1
Monitor,4.5,Good,Recycle,30,22,1.2,647,8
Smartphone,6.5,Excellent,Recycle,59,7,4.9,1611,4
Smartphone,8.0,Dead,Recycle,49,23,4.1,3884,7
Monitor,5.3,Good,Refurbish,54,4,6.5,4982,2
Smartphone,8.7,Good,Recycle,29,26,5.1,3586,8
Smartphone,10.4,Fair,Recycle,25,16,12.5,7673,1
Monitor,2.3,Fair,Refurbish,41,28,0.5,6080,7
Tablet,5.7,Excellent,Refurbish,61,10,9.8,758,2
Tablet,5.2,Good,Refurbish,33,26,10.1,632,6
Laptop,8.4,Fair,Recycle,49,15,10.1,7848,2
Smartphone,3.4,Broken,Recycle,51,13,8.0,329,5
Monitor,7.9,Good,Refurbish,52,8,9.4,5446,0
Smartphone,10.6,Fair,Recycle,49,22,12.3,8201,5
Peripherals,5.3,Fair,Refurbish,34,27,11.9,984,5
Smartphone,11.0,Dead,Recycle,19,13,1.0,668,7
Smartphone,11.9,Good,Recycle,43,24,0.9,441,12
Tablet,1.7,Good,Refurbish,61,7,12.7,2925,0
Monitor,3.2,Fair,Refurbish,34,17,8.8,4020,6
Smartphone,11.4,Broken,Recycle,55,4,14.4,5677,1
Tablet,11.5,Good,Recycle,19,7,6.8,8465,3
Laptop,1.6,Fair,Refurbish,25,16,3.1,4713,6
Tablet,0.7,Excellent,Refurbish,63,25,7.4,9218,4
Tablet,2.4,Excellent,Refurbish,23,2,6.8,2373,2
Tablet,12.0,Fair,Recycle,26,21,8.0,9749,6
Smartphone,2.6,Good,Refurbish,18,25,12.2,3126,6
Smartphone,6.3,Broken,Recycle,22,25,10.0,2933,6
Laptop,10.3,Fair,Recycle,56,22,3.2,8639,7
Peripherals,0.7,Fair,Refurbish,26,23,11.1,3368,5
Peripherals,7.5,Fair,Recycle,31,25,9.1,6516,6
Peripherals,3.7,Fair,Recycle,44,14,8.9,3806,2
Laptop,10.4,Excellent,Recycle,26,14,10.3,5255,4
Peripherals,3.8,Dead,Refurbish,53,26,8.7,8066,7
Peripherals,8.4,Dead,Recycle,46,8,7.1,8261,1
Tablet,8.3,Good,Refurbish,37,26,9.8,4585,7
Smartphone,3.0,Good,Refurbish,32,6,11.0,4598,1
Smartphone,0.9,Good,Refurbish,53,22,3.8,5817,8
Tablet,5.2,Broken,Recycle,20,7,7.7,116,2
Tablet,3.8,Broken,Recycle,40,7,7.1,1813,3
Tablet,9.8,Broken,Recycle,63,2,1.1,903,1
Smartphone,9.7,Broken,Recycle,26,25,12.6,8685,6
Peripherals,5.8,Fair,Refurbish,47,4,6.0,6205,1
Tablet,7.5,Fair,Recycle,36,13,1.6,3858,5
Laptop,7.4,Broken,Recycle,55,29,7.1,2683,10
Tablet,10.0,Fair,Recycle,20,10,2.8,4175,5
Monitor,5.4,Fair,Refurbish,20,9,10.7,3730,1
Tablet,3.7,Fair,Refurbish,51,15,8.8,6628,2
Smartphone,3.5,Fair,Refurbish,19,12,4.4,5141,5
Tablet,6.7,Fair,Recycle,44,27,14.3,5443,7
Monitor,5.7,Fair,Refurbish,40,10,4.7,1540,3
Laptop,5.6,Broken,Recycle,59,19,8.5,8088,6
Peripherals,1.5,Fair,Refurbish,49,21,12.1,7959,4
Tablet,8.8,Fair,Recycle,64,5,8.0,625,0
Monitor,3.0,Broken,Recycle,52,7,14.4,5972,0
Monitor,2.8,Fair,Refurbish,57,28,12.7,6162,3
Laptop,5.2,Good,Refurbish,35,20,13.9,6797,5
Smartphone,3.1,Excellent,Refurbish,44,11,5.9,4858,3
Tablet,7.2,Fair,Recycle,28,16,8.5,837,5
Monitor,4.8,Fair,Refurbish,56,13,12.7,2015,3
Laptop,5.7,Dead,Recycle,36,28,13.6,5156,6
Peripherals,6.7,Fair,Recycle,42,4,14.2,8263,0
Monitor,2.8,Fair,Refurbish,24,16,13.2,7234,2
Laptop,2.3,Good,Refurbish,48,13,11.1,4748,6
Smartphone,10.6,Excellent,Refurbish,19,29,0.9,63,9
Smartphone,5.5,Broken,Recycle,55,1,5.1,8221,0
Monitor,5.2,Good,Refurbish,22,22,2.4,4652,8
Monitor,0.9,Fair,Refurbish,31,4,2.7,6789,0
Tablet,6.2,Broken,Recycle,35,27,4.7,7183,8
Laptop,6.9,Fair,Recycle,53,15,1.6,2325,4
Monitor,6.9,Dead,Recycle,21,26,4.0,5850,6
Tablet,8.6,Fair,Recycle,41,26,14.4,4372,6
Tablet,2.5,Good,Refurbish,30,21,5.0,6364,6
Monitor,3.4,Dead,Refurbish,38,27,2.8,4765,7
Smartphone,9.8,Dead,Refurbish,50,25,10.9,7191,6
Laptop,11.4,Good,Recycle,37,16,12.5,2879,3
Laptop,2.1,Excellent,Refurbish,22,4,5.1,2188,2
Smartphone,6.2,Excellent,Recycle,41,17,4.5,2781,5
Monitor,3.0,Good,Refurbish,52,11,4.0,2145,4
Laptop,1.2,Dead,Recycle,47,25,6.2,275,7
Monitor,4.2,Fair,Refurbish,45,5,1.8,1266,4
Monitor,2.2,Fair,Refurbish,62,26,10.2,6576,8
Tablet,8.7,Dead,Refurbish,24,13,12.4,4104,1
Smartphone,6.6,Fair,Recycle,59,12,10.1,2319,2
Monitor,2.2,Good,Refurbish,52,29,6.6,31,9
Peripherals,0.6,Dead,Recycle,47,27,4.7,851,7
Smartphone,9.8,Broken,Recycle,51,23,6.4,8796,4
Laptop,2.5,Broken,Recycle,56,3,6.6,5868,1
Tablet,7.5,Fair,Recycle,26,4,10.2,7720,0
Laptop,4.4,Broken,Recycle,29,28,14.0,1807,8
Laptop,7.2,Good,Recycle,46,10,1.5,6195,4
Smartphone,4.1,Fair,Refurbish,27,9,14.3,6331,2
Laptop,1.5,Dead,Recycle,44,10,13.7,6063,5
Monitor,3.1,Good,Refurbish,36,13,2.2,7411,6
Laptop,2.7,Broken,Recycle,30,1,3.2,3562,0
Tablet,5.4,Fair,Refurbish,59,12,5.0,3198,4
Tablet,8.1,Excellent,Recycle,54,11,8.6,4504,3
Peripherals,3.5,Broken,Recycle,49,21,2.4,7985,7
Tablet,0.6,Good,Refurbish,32,8,3.4,6734,0
Laptop,6.5,Fair,Recycle,38,26,13.6,6989,8
Tablet,7.5,Excellent,Recycle,20,23,2.1,2947,4
Smartphone,11.6,Dead,Recycle,25,14,6.3,4123,4
Tablet,7.3,Good,Recycle,23,14,11.6,4783,0
Monitor,5.9,Good,Refurbish,46,20,13.4,5599,3
Smartphone,7.1,Good,Recycle,36,23,5.4,71,7
Peripherals,11.2,Dead,Recycle,34,17,2.9,9328,7
Monitor,10.0,Broken,Recycle,27,22,11.2,5516,7
Laptop,4.2,Broken,Recycle,50,25,11.7,8234,6
Laptop,3.2,Fair,Refurbish,30,19,14.7,4360,5
Laptop,3.5,Fair,Recycle,44,20,2.5,1831,6
Monitor,6.3,Good,Recycle,59,24,10.8,45,5
Monitor,9.1,Fair,Recycle,29,28,6.6,8174,9
Monitor,6.3,Good,Recycle,19,21,13.8,7392,3
Smartphone,1.3,Dead,Refurbish,27,21,6.4,6071,6
Smartphone,8.8,Broken,Recycle,38,17,7.0,1675,4
Laptop,9.8,Fair,Recycle,40,6,2.3,7268,0
Tablet,3.8,Good,Refurbish,18,14,5.2,6381,5
Laptop,8.1,Broken,Refurbish,50,18,6.3,6744,5
